season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system
8,1,Melissa Rycroft,99,finalist,3,3,23.0,30.0,0.7666666666666667,13,0.09465020576131689,2.5,False,Percent
8,2,Melissa Rycroft,99,finalist,3,3,26.0,30.0,0.8666666666666667,13,0.0981132075471698,2.0,False,Percent
8,3,Melissa Rycroft,99,finalist,3,3,27.0,30.0,0.9,12,0.1062992125984252,2.0,False,Percent
8,4,Melissa Rycroft,99,finalist,3,3,29.0,30.0,0.9666666666666667,11,0.11983471074380166,2.0,False,Percent
8,5,Melissa Rycroft,99,finalist,3,3,25.0,30.0,0.8333333333333334,9,0.11904761904761905,4.0,False,Percent
8,6,Melissa Rycroft,99,finalist,3,3,27.0,30.0,0.9,8,0.14516129032258066,2.0,False,Percent
8,7,Melissa Rycroft,99,finalist,3,3,29.0,30.0,0.9666666666666667,7,0.15934065934065936,1.0,False,Percent
8,8,Melissa Rycroft,99,finalist,3,3,23.0,30.0,0.7666666666666667,6,0.14743589743589744,6.0,False,Percent
8,9,Melissa Rycroft,99,finalist,3,3,28.5,30.0,0.95,5,0.21348314606741572,1.0,False,Percent
8,10,Melissa Rycroft,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2511415525114155,3.0,False,Percent
8,11,Melissa Rycroft,99,finalist,3,3,28.5,30.0,0.95,3,0.3257142857142857,3.0,False,Percent
9,1,Ashley Hamiliton,1,eliminated,16,3,18.9999,30.0,0.6333300000000001,16,0.04679796767671991,15.5,True,Percent
9,1,Debi Mazar,3,eliminated,12,3,22.0,30.0,0.7333333333333333,16,0.05418740566465286,10.5,False,Percent
9,2,Debi Mazar,3,eliminated,12,3,21.0,30.0,0.7,14,0.07142857142857144,5.0,False,Percent
9,3,Debi Mazar,3,eliminated,12,3,17.0,30.0,0.5666666666666667,13,0.06589147286821706,10.5,True,Percent
9,1,Melissa Joan Hart,6,eliminated,9,3,24.0,30.0,0.8,16,0.059113533452348585,9.0,False,Percent
9,2,Melissa Joan Hart,6,eliminated,9,3,19.0,30.0,0.6333333333333333,14,0.06462585034013606,10.5,False,Percent
9,3,Melissa Joan Hart,6,eliminated,9,3,19.0,30.0,0.6333333333333333,13,0.07364341085271318,8.0,False,Percent
9,4,Melissa Joan Hart,6,eliminated,9,3,28.0,30.0,0.9333333333333333,11,0.11570247933884298,1.5,False,Percent
9,5,Melissa Joan Hart,6,eliminated,9,3,23.0,30.0,0.7666666666666667,10,0.09504132231404959,7.0,False,Percent
9,6,Melissa Joan Hart,6,eliminated,9,3,23.9999,30.0,0.7999966666666667,9,0.0923076272187096,8.0,True,Percent
9,1,Mark Dacascos,7,eliminated,6,3,28.9998,30.0,0.96666,16,0.0714283603088091,6.0,False,Percent
9,2,Mark Dacascos,7,eliminated,6,3,21.0,30.0,0.7,14,0.07142857142857144,5.0,False,Percent
9,3,Mark Dacascos,7,eliminated,6,3,18.0,30.0,0.6,13,0.06976744186046512,9.0,False,Percent
9,4,Mark Dacascos,7,eliminated,6,3,22.0,30.0,0.7333333333333333,11,0.09090909090909091,7.0,False,Percent
9,5,Mark Dacascos,7,eliminated,6,3,26.0,30.0,0.8666666666666667,10,0.10743801652892562,3.0,False,Percent
9,6,Mark Dacascos,7,eliminated,6,3,32.0,30.0,1.0666666666666667,9,0.12307734911390077,4.0,False,Percent
9,7,Mark Dacascos,7,eliminated,6,3,21.5,30.0,0.7166666666666667,7,0.12250712250712252,7.0,True,Percent
9,1,Chuck Liddell,4,eliminated,11,3,22.0,30.0,0.7333333333333333,16,0.05418740566465286,10.5,False,Percent
9,2,Chuck Liddell,4,eliminated,11,3,19.0,30.0,0.6333333333333333,14,0.06462585034013606,10.5,False,Percent
9,3,Chuck Liddell,4,eliminated,11,3,17.0,30.0,0.5666666666666667,13,0.06589147286821706,10.5,False,Percent
9,4,Chuck Liddell,4,eliminated,11,3,17.0,30.0,0.5666666666666667,11,0.07024793388429752,9.0,True,Percent
9,1,Natalie Coughlin,5,eliminated,10,3,26.9998,30.0,0.8999933333333333,16,0.06650223252111338,7.5,False,Percent
9,2,Natalie Coughlin,5,eliminated,10,3,21.0,30.0,0.7,14,0.07142857142857144,5.0,False,Percent
9,3,Natalie Coughlin,5,eliminated,10,3,26.0,30.0,0.8666666666666667,13,0.10077519379844962,2.0,False,Percent
9,4,Natalie Coughlin,5,eliminated,10,3,24.0,30.0,0.8,11,0.09917355371900827,4.5,False,Percent
9,5,Natalie Coughlin,5,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.09090909090909091,8.5,True,Percent
9,1,Louie Vito,6,eliminated,8,3,26.9998,30.0,0.8999933333333333,16,0.06650223252111338,7.5,False,Percent
9,2,Louie Vito,6,eliminated,8,3,19.0,30.0,0.6333333333333333,14,0.06462585034013606,10.5,False,Percent
9,3,Louie Vito,6,eliminated,8,3,20.0,30.0,0.6666666666666666,13,0.07751937984496124,6.5,False,Percent
9,4,Louie Vito,6,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.06611570247933884,10.5,False,Percent
9,5,Louie Vito,6,eliminated,8,3,22.0,30.0,0.7333333333333333,10,0.09090909090909091,8.5,False,Percent
9,6,Louie Vito,6,eliminated,8,3,24.0,30.0,0.8,9,0.09230801183542559,7.0,True,Percent
9,1,Michael Irvin,7,eliminated,7,3,19.0,30.0,0.6333333333333333,16,0.046798213983109294,14.0,False,Percent
9,2,Michael Irvin,7,eliminated,7,3,20.0,30.0,0.6666666666666666,14,0.06802721088435375,7.5,False,Percent
9,3,Michael Irvin,7,eliminated,7,3,14.0,30.0,0.4666666666666667,13,0.054263565891472874,13.0,False,Percent
9,4,Michael Irvin,7,eliminated,7,3,16.0,30.0,0.5333333333333333,11,0.06611570247933884,10.5,False,Percent
9,5,Michael Irvin,7,eliminated,7,3,21.0,30.0,0.7,10,0.08677685950413223,10.0,False,Percent
9,6,Michael Irvin,7,eliminated,7,3,21.9998,30.0,0.7333266666666667,9,0.08461490828237482,9.0,False,Percent
9,7,Michael Irvin,7,eliminated,7,3,23.5,30.0,0.7833333333333333,7,0.1339031339031339,6.0,True,Percent
9,1,Joanna Krupa,9,eliminated,4,3,33.9999,30.0,1.13333,16,0.08374392608443777,1.0,False,Percent
9,2,Joanna Krupa,9,eliminated,4,3,20.0,30.0,0.6666666666666666,14,0.06802721088435375,7.5,False,Percent
9,3,Joanna Krupa,9,eliminated,4,3,23.0,30.0,0.7666666666666667,13,0.08914728682170543,3.0,False,Percent
9,4,Joanna Krupa,9,eliminated,4,3,26.0,30.0,0.8666666666666667,11,0.10743801652892562,3.0,False,Percent
9,5,Joanna Krupa,9,eliminated,4,3,24.0,30.0,0.8,10,0.09917355371900827,5.0,False,Percent
9,6,Joanna Krupa,9,eliminated,4,3,35.9999,30.0,1.1999966666666666,9,0.13846163313642237,1.0,False,Percent
9,7,Joanna Krupa,9,eliminated,4,3,27.5,30.0,0.9166666666666666,7,0.1566951566951567,1.0,False,Percent
9,8,Joanna Krupa,9,eliminated,4,3,26.0,30.0,0.8666666666666667,5,0.1984732824427481,2.0,False,Percent
9,9,Joanna Krupa,9,eliminated,4,3,27.0,30.0,0.9,4,0.2531258701201785,2.0,True,Percent
9,1,Kathy Ireland,2,eliminated,14,3,19.9999,30.0,0.6666633333333334,16,0.04926103157056777,12.5,False,Percent
9,2,Kathy Ireland,2,eliminated,14,3,18.0,30.0,0.6,14,0.06122448979591837,13.5,True,Percent
9,1,Tom DeLay,3,withdrew,13,3,19.9999,30.0,0.6666633333333334,16,0.04926103157056777,12.5,False,Percent
9,2,Tom DeLay,3,withdrew,13,3,18.0,30.0,0.6,14,0.06122448979591837,13.5,False,Percent
9,3,Tom DeLay,3,withdrew,13,3,15.0,30.0,0.5,13,0.05813953488372093,12.0,False,Percent
9,1,Macy Gray,1,eliminated,15,3,18.9999,30.0,0.6333300000000001,16,0.04679796767671991,15.5,True,Percent
9,1,Aaron Carter,8,eliminated,5,3,31.999899999999997,30.0,1.0666633333333333,16,0.07881779829674206,2.0,False,Percent
9,2,Aaron Carter,8,eliminated,5,3,27.0,30.0,0.9,14,0.09183673469387757,1.5,False,Percent
9,3,Aaron Carter,8,eliminated,5,3,21.0,30.0,0.7,13,0.0813953488372093,4.5,False,Percent
9,4,Aaron Carter,8,eliminated,5,3,18.0,30.0,0.6,11,0.0743801652892562,8.0,False,Percent
9,5,Aaron Carter,8,eliminated,5,3,24.0,30.0,0.8,10,0.09917355371900827,5.0,False,Percent
9,6,Aaron Carter,8,eliminated,5,3,32.9998,30.0,1.0999933333333334,9,0.1269227470402782,3.0,False,Percent
9,7,Aaron Carter,8,eliminated,5,3,26.5,30.0,0.8833333333333333,7,0.150997150997151,2.0,False,Percent
9,8,Aaron Carter,8,eliminated,5,3,25.0,30.0,0.8333333333333334,5,0.19083969465648853,4.5,True,Percent
9,1,Mya,99,finalist,2,3,30.999899999999997,30.0,1.0333299999999999,16,0.0763547344028942,3.0,False,Percent
9,2,Mya,99,finalist,2,3,27.0,30.0,0.9,14,0.09183673469387757,1.5,False,Percent
9,3,Mya,99,finalist,2,3,27.0,30.0,0.9,13,0.10465116279069768,1.0,False,Percent
9,4,Mya,99,finalist,2,3,28.0,30.0,0.9333333333333333,11,0.11570247933884298,1.5,False,Percent
9,5,Mya,99,finalist,2,3,27.0,30.0,0.9,10,0.1115702479338843,2.0,False,Percent
9,6,Mya,99,finalist,2,3,33.0,30.0,1.1,9,0.12692351627371018,2.0,False,Percent
9,7,Mya,99,finalist,2,3,24.5,30.0,0.8166666666666667,7,0.1396011396011396,5.0,False,Percent
9,8,Mya,99,finalist,2,3,29.5,30.0,0.9833333333333333,5,0.22519083969465645,1.0,False,Percent
9,9,Mya,99,finalist,2,3,28.9999,30.0,0.9666633333333333,4,0.27187499707030244,1.0,False,Percent
9,10,Mya,99,finalist,2,3,28.333199999999998,30.0,0.94444,3,0.34320309320309317,2.0,False,Percent
9,1,Donny Osmond,99,finalist,1,3,29.999899999999997,30.0,0.9999966666666665,16,0.07389167050904634,5.0,False,Percent
9,2,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,14,0.08503401360544219,3.0,False,Percent
9,3,Donny Osmond,99,finalist,1,3,21.0,30.0,0.7,13,0.0813953488372093,4.5,False,Percent
9,4,Donny Osmond,99,finalist,1,3,24.0,30.0,0.8,11,0.09917355371900827,4.5,False,Percent
9,5,Donny Osmond,99,finalist,1,3,29.0,30.0,0.9666666666666667,10,0.11983471074380166,1.0,False,Percent
9,6,Donny Osmond,99,finalist,1,3,30.999899999999997,30.0,1.0333299999999999,9,0.11923079733737538,5.0,False,Percent
9,7,Donny Osmond,99,finalist,1,3,26.0,30.0,0.8666666666666667,7,0.14814814814814817,3.5,False,Percent
9,8,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.19083969465648853,4.5,False,Percent
9,9,Donny Osmond,99,finalist,1,3,24.6666,30.0,0.82222,4,0.2312501699224591,4.0,False,Percent
9,10,Donny Osmond,99,finalist,1,3,28.9998,30.0,0.96666,3,0.35127769056340485,1.0,False,Percent
9,1,Kelly Osbourne,99,finalist,3,3,30.9998,30.0,1.0333266666666667,16,0.07635448809650482,4.0,False,Percent
9,2,Kelly Osbourne,99,finalist,3,3,19.0,30.0,0.6333333333333333,14,0.06462585034013606,10.5,False,Percent
9,3,Kelly Osbourne,99,finalist,3,3,20.0,30.0,0.6666666666666666,13,0.07751937984496124,6.5,False,Percent
9,4,Kelly Osbourne,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.09504132231404959,6.0,False,Percent
9,5,Kelly Osbourne,99,finalist,3,3,24.0,30.0,0.8,10,0.09917355371900827,5.0,False,Percent
9,6,Kelly Osbourne,99,finalist,3,3,24.9998,30.0,0.8333266666666667,9,0.09615340976180302,6.0,False,Percent
9,7,Kelly Osbourne,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.14814814814814817,3.5,False,Percent
9,8,Kelly Osbourne,99,finalist,3,3,25.5,30.0,0.85,5,0.19465648854961828,3.0,False,Percent
9,9,Kelly Osbourne,99,finalist,3,3,25.9998,30.0,0.86666,4,0.2437489628870599,3.0,False,Percent
9,10,Kelly Osbourne,99,finalist,3,3,25.2222,30.0,0.84074,3,0.305519216233502,3.0,False,Percent
10,1,Aiden Turner,4,eliminated,9,3,15.0,30.0,0.5,11,0.07177033492822966,10.0,False,Percent
10,2,Aiden Turner,4,eliminated,9,3,19.0,30.0,0.6333333333333333,11,0.08636363636363636,8.0,False,Percent
10,3,Aiden Turner,4,eliminated,9,3,20.0,30.0,0.6666666666666666,10,0.09852216748768472,7.5,False,Percent
10,4,Aiden Turner,4,eliminated,9,3,16.5,30.0,0.55,9,0.08894878706199462,8.0,True,Percent
10,1,Shannen Doherty,2,eliminated,11,3,18.0,30.0,0.6,11,0.08612440191387559,7.0,False,Percent
10,2,Shannen Doherty,2,eliminated,11,3,20.0,30.0,0.6666666666666666,11,0.09090909090909091,6.5,True,Percent
10,1,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,11,0.08612440191387559,7.0,False,Percent
10,2,Niecy Nash,8,eliminated,5,3,21.0,30.0,0.7,11,0.09545454545454546,5.0,False,Percent
10,3,Niecy Nash,8,eliminated,5,3,21.0,30.0,0.7,10,0.10344827586206896,5.0,False,Percent
10,4,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,9,0.09703504043126684,7.0,False,Percent
10,5,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,8,0.10404624277456648,6.5,False,Percent
10,6,Niecy Nash,8,eliminated,5,3,25.9998,30.0,0.86666,7,0.1244013735931173,6.0,False,Percent
10,7,Niecy Nash,8,eliminated,5,3,24.5,30.0,0.8166666666666667,6,0.157556270096463,6.0,False,Percent
10,8,Niecy Nash,8,eliminated,5,3,21.5,30.0,0.7166666666666667,5,0.16996047430830039,5.0,True,Percent
10,1,Buzz Aldrin,3,eliminated,10,3,14.0,30.0,0.4666666666666667,11,0.06698564593301436,11.0,False,Percent
10,2,Buzz Aldrin,3,eliminated,10,3,12.0,30.0,0.4,11,0.05454545454545455,11.0,False,Percent
10,3,Buzz Aldrin,3,eliminated,10,3,13.0,30.0,0.43333333333333335,10,0.06403940886699508,10.0,True,Percent
10,1,Chad Ochocinco,9,eliminated,4,3,18.0,30.0,0.6,11,0.08612440191387559,7.0,False,Percent
10,2,Chad Ochocinco,9,eliminated,4,3,16.0,30.0,0.5333333333333333,11,0.07272727272727272,9.0,False,Percent
10,3,Chad Ochocinco,9,eliminated,4,3,20.0,30.0,0.6666666666666666,10,0.09852216748768472,7.5,False,Percent
10,4,Chad Ochocinco,9,eliminated,4,3,22.0,30.0,0.7333333333333333,9,0.11859838274932613,4.0,False,Percent
10,5,Chad Ochocinco,9,eliminated,4,3,18.0,30.0,0.6,8,0.10404624277456648,6.5,False,Percent
10,6,Chad Ochocinco,9,eliminated,4,3,30.999899999999997,30.0,1.0333299999999999,7,0.148325377166335,3.0,False,Percent
10,7,Chad Ochocinco,9,eliminated,4,3,26.0,30.0,0.8666666666666667,6,0.16720257234726688,3.0,False,Percent
10,8,Chad Ochocinco,9,eliminated,4,3,22.5,30.0,0.75,5,0.17786561264822134,4.0,False,Percent
10,9,Chad Ochocinco,9,eliminated,4,3,26.0,30.0,0.8666666666666667,4,0.23008849557522126,4.0,True,Percent
10,1,Evan Lysacek,99,finalist,2,3,23.0,30.0,0.7666666666666667,11,0.11004784688995216,2.0,False,Percent
10,2,Evan Lysacek,99,finalist,2,3,24.0,30.0,0.8,11,0.1090909090909091,2.0,False,Percent
10,3,Evan Lysacek,99,finalist,2,3,26.0,30.0,0.8666666666666667,10,0.12807881773399016,1.0,False,Percent
10,4,Evan Lysacek,99,finalist,2,3,26.0,30.0,0.8666666666666667,9,0.14016172506738545,1.0,False,Percent
10,5,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,8,0.15606936416184972,2.0,False,Percent
10,6,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,7,0.12918703555466454,5.0,False,Percent
10,7,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,6,0.17363344051446944,1.5,False,Percent
10,8,Evan Lysacek,99,finalist,2,3,26.5,30.0,0.8833333333333333,5,0.20948616600790512,2.5,False,Percent
10,9,Evan Lysacek,99,finalist,2,3,29.5,30.0,0.9833333333333333,4,0.2610619469026549,1.5,False,Percent
10,10,Evan Lysacek,99,finalist,2,3,26.8887,30.0,0.89629,3,0.3252683684504671,3.0,False,Percent
10,1,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,11,0.10047846889952153,3.5,False,Percent
10,2,Pamela Anderson,7,eliminated,6,3,22.0,30.0,0.7333333333333333,11,0.09999999999999999,4.0,False,Percent
10,3,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,10,0.10344827586206896,5.0,False,Percent
10,4,Pamela Anderson,7,eliminated,6,3,23.5,30.0,0.7833333333333333,9,0.12668463611859837,3.0,False,Percent
10,5,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,8,0.12138728323699421,5.0,False,Percent
10,6,Pamela Anderson,7,eliminated,6,3,29.9998,30.0,0.9999933333333334,7,0.14354019367528983,4.0,False,Percent
10,7,Pamela Anderson,7,eliminated,6,3,25.5,30.0,0.85,6,0.1639871382636656,4.5,True,Percent
10,1,Nicole Scherzinger,99,finalist,1,3,25.0,30.0,0.8333333333333334,11,0.11961722488038277,1.0,False,Percent
10,2,Nicole Scherzinger,99,finalist,1,3,28.0,30.0,0.9333333333333333,11,0.1272727272727273,1.0,False,Percent
10,3,Nicole Scherzinger,99,finalist,1,3,23.0,30.0,0.7666666666666667,10,0.11330049261083745,2.5,False,Percent
10,4,Nicole Scherzinger,99,finalist,1,3,25.0,30.0,0.8333333333333334,9,0.1347708894878706,2.0,False,Percent
10,5,Nicole Scherzinger,99,finalist,1,3,29.0,30.0,0.9666666666666667,8,0.1676300578034682,1.0,False,Percent
10,6,Nicole Scherzinger,99,finalist,1,3,35.9999,30.0,1.1999966666666666,7,0.17224890226905065,1.0,False,Percent
10,7,Nicole Scherzinger,99,finalist,1,3,27.0,30.0,0.9,6,0.17363344051446944,1.5,False,Percent
10,8,Nicole Scherzinger,99,finalist,1,3,29.5,30.0,0.9833333333333333,5,0.23320158102766797,1.0,False,Percent
10,9,Nicole Scherzinger,99,finalist,1,3,29.5,30.0,0.9833333333333333,4,0.2610619469026549,1.5,False,Percent
10,10,Nicole Scherzinger,99,finalist,1,3,28.7777,30.0,0.9592566666666666,3,0.34811930389929624,1.0,False,Percent
10,1,Erin Andrews,99,finalist,3,3,21.0,30.0,0.7,11,0.10047846889952153,3.5,False,Percent
10,2,Erin Andrews,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.10454545454545455,3.0,False,Percent
10,3,Erin Andrews,99,finalist,3,3,23.0,30.0,0.7666666666666667,10,0.11330049261083745,2.5,False,Percent
10,4,Erin Andrews,99,finalist,3,3,19.5,30.0,0.65,9,0.10512129380053908,5.0,False,Percent
10,5,Erin Andrews,99,finalist,3,3,22.0,30.0,0.7333333333333333,8,0.12716763005780346,4.0,False,Percent
10,6,Erin Andrews,99,finalist,3,3,34.0,30.0,1.1333333333333333,7,0.16267997069846646,2.0,False,Percent
10,7,Erin Andrews,99,finalist,3,3,25.5,30.0,0.85,6,0.1639871382636656,4.5,False,Percent
10,8,Erin Andrews,99,finalist,3,3,26.5,30.0,0.8833333333333333,5,0.20948616600790512,2.5,False,Percent
10,9,Erin Andrews,99,finalist,3,3,28.0,30.0,0.9333333333333333,4,0.24778761061946902,3.0,False,Percent
10,10,Erin Andrews,99,finalist,3,3,26.9998,30.0,0.8999933333333333,3,0.32661232765023673,2.0,False,Percent
10,1,Kate Gosselin,5,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.07655502392344497,9.0,False,Percent
10,2,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,11,0.06818181818181819,10.0,False,Percent
10,3,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,10,0.07389162561576355,9.0,False,Percent
10,4,Kate Gosselin,5,eliminated,8,3,16.0,30.0,0.5333333333333333,9,0.08625336927223719,9.0,False,Percent
10,5,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,8,0.08670520231213873,8.0,True,Percent
10,1,Jake Pavelka,6,eliminated,7,3,20.0,30.0,0.6666666666666666,11,0.09569377990430622,5.0,False,Percent
10,2,Jake Pavelka,6,eliminated,7,3,20.0,30.0,0.6666666666666666,11,0.09090909090909091,6.5,False,Percent
10,3,Jake Pavelka,6,eliminated,7,3,21.0,30.0,0.7,10,0.10344827586206896,5.0,False,Percent
10,4,Jake Pavelka,6,eliminated,7,3,19.0,30.0,0.6333333333333333,9,0.10242587601078167,6.0,False,Percent
10,5,Jake Pavelka,6,eliminated,7,3,23.0,30.0,0.7666666666666667,8,0.13294797687861273,3.0,False,Percent
10,6,Jake Pavelka,6,eliminated,7,3,24.999899999999997,30.0,0.8333299999999999,7,0.11961714704307622,7.0,True,Percent
11,1,David Hasselhoff,1,eliminated,12,3,15.0,30.0,0.5,12,0.06607929515418502,11.0,True,Percent
11,1,Florence Henderson,5,eliminated,8,3,18.0,30.0,0.6,12,0.07929515418502203,7.5,False,Percent
11,2,Florence Henderson,5,eliminated,8,3,19.0,30.0,0.6333333333333333,11,0.08597285067873303,8.0,False,Percent
11,3,Florence Henderson,5,eliminated,8,3,20.0,30.0,0.6666666666666666,10,0.09049773755656107,7.5,False,Percent
11,4,Florence Henderson,5,eliminated,8,3,17.5,30.0,0.5833333333333334,9,0.09776536312849163,6.0,False,Percent
11,5,Florence Henderson,5,eliminated,8,3,21.0,30.0,0.7,8,0.11538461538461538,6.0,True,Percent
11,1,Kyle Massey,99,finalist,2,3,23.0,30.0,0.7666666666666667,12,0.10132158590308371,2.5,False,Percent
11,2,Kyle Massey,99,finalist,2,3,22.0,30.0,0.7333333333333333,11,0.09954751131221719,3.5,False,Percent
11,3,Kyle Massey,99,finalist,2,3,23.0,30.0,0.7666666666666667,10,0.10407239819004525,5.5,False,Percent
11,4,Kyle Massey,99,finalist,2,3,20.0,30.0,0.6666666666666666,9,0.11173184357541899,4.0,False,Percent
11,5,Kyle Massey,99,finalist,2,3,20.0,30.0,0.6666666666666666,8,0.10989010989010989,7.0,False,Percent
11,6,Kyle Massey,99,finalist,2,3,29.999899999999997,30.0,0.9999966666666665,7,0.14492754323323798,4.0,False,Percent
11,7,Kyle Massey,99,finalist,2,4,33.5,40.0,0.8375,6,0.1606714628297362,5.0,False,Percent
11,8,Kyle Massey,99,finalist,2,3,28.0,30.0,0.9333333333333333,5,0.2113207547169811,3.0,False,Percent
11,9,Kyle Massey,99,finalist,2,3,29.0,30.0,0.9666666666666667,4,0.2543859649122807,2.0,False,Percent
11,10,Kyle Massey,99,finalist,2,3,27.333199999999998,30.0,0.9111066666666666,3,0.3293164561842318,2.0,False,Percent
11,1,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,12,0.10572687224669604,1.0,False,Percent
11,2,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,11,0.10859728506787332,1.0,False,Percent
11,3,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,10,0.1085972850678733,3.0,False,Percent
11,4,Jennifer Grey,99,finalist,1,3,28.0,30.0,0.9333333333333333,9,0.1564245810055866,1.0,False,Percent
11,5,Jennifer Grey,99,finalist,1,3,25.0,30.0,0.8333333333333334,8,0.13736263736263737,2.0,False,Percent
11,6,Jennifer Grey,99,finalist,1,3,29.0,30.0,0.9666666666666667,7,0.14009709211577046,5.0,False,Percent
11,7,Jennifer Grey,99,finalist,1,4,36.5,40.0,0.9125,6,0.1750599520383693,1.5,False,Percent
11,8,Jennifer Grey,99,finalist,1,3,28.5,30.0,0.95,5,0.2150943396226415,1.5,False,Percent
11,9,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,4,0.2631578947368421,1.0,False,Percent
11,10,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,3,0.3614466540883231,1.0,False,Percent
11,1,Rick Fox,7,eliminated,6,3,22.0,30.0,0.7333333333333333,12,0.09691629955947136,4.0,False,Percent
11,2,Rick Fox,7,eliminated,6,3,21.0,30.0,0.7,11,0.09502262443438914,6.0,False,Percent
11,3,Rick Fox,7,eliminated,6,3,24.0,30.0,0.8,10,0.1085972850678733,3.0,False,Percent
11,4,Rick Fox,7,eliminated,6,3,19.5,30.0,0.65,9,0.10893854748603352,5.0,False,Percent
11,5,Rick Fox,7,eliminated,6,3,24.0,30.0,0.8,8,0.13186813186813187,3.5,False,Percent
11,6,Rick Fox,7,eliminated,6,3,30.0,30.0,1.0,7,0.14492802632665908,3.0,False,Percent
11,7,Rick Fox,7,eliminated,6,4,34.5,40.0,0.8625,6,0.16546762589928057,4.0,True,Percent
11,1,Kurt Warner,8,eliminated,5,3,19.0,30.0,0.6333333333333333,12,0.08370044052863436,5.5,False,Percent
11,2,Kurt Warner,8,eliminated,5,3,21.0,30.0,0.7,11,0.09502262443438914,6.0,False,Percent
11,3,Kurt Warner,8,eliminated,5,3,23.0,30.0,0.7666666666666667,10,0.10407239819004525,5.5,False,Percent
11,4,Kurt Warner,8,eliminated,5,3,17.0,30.0,0.5666666666666667,9,0.09497206703910614,7.0,False,Percent
11,5,Kurt Warner,8,eliminated,5,3,24.0,30.0,0.8,8,0.13186813186813187,3.5,False,Percent
11,6,Kurt Warner,8,eliminated,5,3,21.9999,30.0,0.73333,7,0.10628006954612891,7.0,False,Percent
11,7,Kurt Warner,8,eliminated,5,4,35.0,40.0,0.875,6,0.16786570743405274,3.0,False,Percent
11,8,Kurt Warner,8,eliminated,5,3,24.0,30.0,0.8,5,0.1811320754716981,4.0,True,Percent
11,1,Margaret Cho,3,eliminated,10,3,15.0,30.0,0.5,12,0.06607929515418502,11.0,False,Percent
11,2,Margaret Cho,3,eliminated,10,3,18.0,30.0,0.6,11,0.08144796380090498,9.5,False,Percent
11,3,Margaret Cho,3,eliminated,10,3,18.0,30.0,0.6,10,0.08144796380090497,10.0,True,Percent
11,1,Michael Bolton,2,eliminated,11,3,16.0,30.0,0.5333333333333333,12,0.07048458149779736,9.0,False,Percent
11,2,Michael Bolton,2,eliminated,11,3,12.0,30.0,0.4,11,0.05429864253393666,11.0,True,Percent
11,1,Brandy,9,eliminated,4,3,23.0,30.0,0.7666666666666667,12,0.10132158590308371,2.5,False,Percent
11,2,Brandy,9,eliminated,4,3,21.0,30.0,0.7,11,0.09502262443438914,6.0,False,Percent
11,3,Brandy,9,eliminated,4,3,24.0,30.0,0.8,10,0.1085972850678733,3.0,False,Percent
11,4,Brandy,9,eliminated,4,3,24.0,30.0,0.8,9,0.1340782122905028,2.0,False,Percent
11,5,Brandy,9,eliminated,4,3,27.0,30.0,0.9,8,0.14835164835164835,1.0,False,Percent
11,6,Brandy,9,eliminated,4,3,35.9999,30.0,1.1999966666666666,7,0.1739131484985698,1.0,False,Percent
11,7,Brandy,9,eliminated,4,4,36.5,40.0,0.9125,6,0.1750599520383693,1.5,False,Percent
11,8,Brandy,9,eliminated,4,3,28.5,30.0,0.95,5,0.2150943396226415,1.5,False,Percent
11,9,Brandy,9,eliminated,4,3,28.5,30.0,0.95,4,0.25,3.0,True,Percent
11,1,The Situation,4,eliminated,9,3,15.0,30.0,0.5,12,0.06607929515418502,11.0,False,Percent
11,2,The Situation,4,eliminated,9,3,18.0,30.0,0.6,11,0.08144796380090498,9.5,False,Percent
11,3,The Situation,4,eliminated,9,3,20.0,30.0,0.6666666666666666,10,0.09049773755656107,7.5,False,Percent
