season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,share_entropy,confidence,n_valid_sims,prior_strength,posterior_strength
12,2,Sugar Ray Leonard,4,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.0787037037037037,10.0,False,Percent,0.05874876245217504,0.06549369326266592,2.073900787943131,0.3757,3757.0,11.519942755779542,13.519942755779542
12,2,Wendy Williams,3,eliminated,10,3,17.0,30.0,0.5666666666666667,11,0.0787037037037037,10.0,False,Percent,0.04589153526857469,0.05755491711988003,1.815716648756234,0.3757,3757.0,11.519942755779542,13.519942755779542
12,3,Chelsea Kane,99,finalist,3,3,23.0,30.0,0.7666666666666667,10,0.1074766355140187,3.5,False,Percent,0.09622898591613042,0.07380465492142647,2.518336546287358,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Chris Jericho,6,eliminated,7,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.1170093590627122,0.08146011166633357,2.6684970660224607,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Hines Ward,99,finalist,1,3,25.0,30.0,0.8333333333333334,10,0.116822429906542,1.5,False,Percent,0.19490506092082677,0.09990923040846479,2.971763548135159,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Kendra Wilkinson,7,eliminated,6,3,23.0,30.0,0.7666666666666667,10,0.1074766355140187,3.5,False,Percent,0.08724448563364198,0.07070488208513073,2.4425472002199307,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Kirstie Alley,99,finalist,2,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.11828281804710641,0.08083764608728436,2.66429032314517,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Petra Nemcova,5,eliminated,8,3,25.0,30.0,0.8333333333333334,10,0.116822429906542,1.5,False,Percent,0.08898207855418548,0.07296719332362189,2.4637997640361435,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Ralph Macchio,9,eliminated,4,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.1379717974892624,0.08598060335531403,2.764858352180446,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Romeo,8,eliminated,5,3,20.0,30.0,0.6666666666666666,10,0.0934579439252336,8.5,False,Percent,0.10481913469116946,0.07678779733487408,2.5807256180052014,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Sugar Ray Leonard,4,eliminated,9,3,20.0,30.0,0.6666666666666666,10,0.0934579439252336,8.5,False,Percent,0.04698766976800993,0.053379781729814425,1.8602427216087,0.8371,8371.0,15.157020941485342,17.157020941485342
12,3,Wendy Williams,3,eliminated,10,3,15.0,30.0,0.5,10,0.0700934579439252,10.0,True,Percent,0.007568609916955574,0.011044992293290312,0.4599732957426792,0.8371,8371.0,15.157020941485342,17.157020941485342
12,4,Chelsea Kane,99,finalist,3,3,26.0,30.0,0.8666666666666667,9,0.1262135922330097,1.0,False,Percent,0.12612539197023523,0.07348949081298503,2.624925745531484,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Chris Jericho,6,eliminated,7,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.11138602950519129,0.06839226163544102,2.531923467329495,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Hines Ward,99,finalist,1,3,25.0,30.0,0.8333333333333334,9,0.1213592233009708,2.5,False,Percent,0.23282994218520076,0.09564987162127976,2.95552982677837,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Kendra Wilkinson,7,eliminated,6,3,18.0,30.0,0.6,9,0.087378640776699,9.0,False,Percent,0.07099626013244226,0.049025012629865854,2.038180758727116,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Kirstie Alley,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1067961165048543,7.0,False,Percent,0.09910598285512169,0.06555081324889125,2.451756603995652,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Petra Nemcova,5,eliminated,8,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.08634401455256485,0.06110235442770701,2.3612652042859716,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Ralph Macchio,9,eliminated,4,3,25.0,30.0,0.8333333333333334,9,0.1213592233009708,2.5,False,Percent,0.16253270677536524,0.0838215048458985,2.7758995623835983,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Romeo,8,eliminated,5,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.10031617928320335,0.06585073748871485,2.4661275705980406,0.3548,3548.0,19.94322758294488,21.943227582944875
12,4,Sugar Ray Leonard,4,eliminated,9,3,21.0,30.0,0.7,9,0.1019417475728155,8.0,True,Percent,0.010363492740675507,0.010892975017384381,0.5321140983106842,0.3548,3548.0,19.94322758294488,21.943227582944875
12,5,Chelsea Kane,99,finalist,3,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.15402109687428236,0.07347344057831412,2.654790407665515,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Chris Jericho,6,eliminated,7,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.13606736858657129,0.07202498798477118,2.592543141965951,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,8,0.1391752577319587,1.0,False,Percent,0.30669094274749065,0.10029082827501644,3.005423791127771,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Kendra Wilkinson,7,eliminated,6,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,False,Percent,0.057868546829058364,0.05079338581502172,1.9644412689368465,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Kirstie Alley,99,finalist,2,3,23.0,30.0,0.7666666666666667,8,0.1185567010309278,5.0,False,Percent,0.08839971171152142,0.05624618398284655,2.2929773362076324,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Petra Nemcova,5,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,True,Percent,0.01996877573990759,0.014708144453950637,0.9686126087947027,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Ralph Macchio,9,eliminated,4,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,False,Percent,0.11526501267229099,0.06429170305212448,2.467953653206651,0.2288,2288.0,25.491016586836338,27.491016586836334
12,5,Romeo,8,eliminated,5,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.12171854483887845,0.06676265624504497,2.5343884310402505,0.2288,2288.0,25.491016586836338,27.491016586836334
12,6,Chelsea Kane,99,finalist,3,3,28.0,30.0,0.9333333333333332,7,0.1555555555555555,1.5,False,Percent,0.20227952143393993,0.07386751611236637,2.7021553238535074,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Chris Jericho,6,eliminated,7,3,22.0,30.0,0.7333333333333333,7,0.1222222222222222,7.0,True,Percent,0.029456756999494422,0.017123448095214967,1.238430350500553,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,7,0.15,3.0,False,Percent,0.3683975114193687,0.10052622076817146,2.996909682419985,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Kendra Wilkinson,7,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1388888888888889,5.0,False,Percent,0.04862239530434895,0.044429339403584636,1.83960116167527,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Kirstie Alley,99,finalist,2,3,26.0,30.0,0.8666666666666667,7,0.1444444444444444,4.0,False,Percent,0.09238118300560341,0.05834107597913137,2.303171449102347,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Ralph Macchio,9,eliminated,4,3,24.0,30.0,0.8,7,0.1333333333333333,6.0,False,Percent,0.09753003493041469,0.05765717257469286,2.2964833259439565,0.2858,2858.0,31.14995458492807,33.149954584928075
12,6,Romeo,8,eliminated,5,3,28.0,30.0,0.9333333333333332,7,0.1555555555555555,1.5,False,Percent,0.16133259690682908,0.07052234505870322,2.6248350795764717,0.2858,2858.0,31.14995458492807,33.149954584928075
12,7,Chelsea Kane,99,finalist,3,4,32.0,40.0,0.8,6,0.169761273209549,3.0,False,Percent,0.2175880939682686,0.06594176262210649,2.600041414700126,0.7515,7515.0,39.94548660464555,41.94548660464556
12,7,Hines Ward,99,finalist,1,4,33.0,40.0,0.825,6,0.1750663129973474,1.5,False,Percent,0.47512724806534024,0.08424643721918261,2.8112773046756425,0.7515,7515.0,39.94548660464555,41.94548660464556
12,7,Kendra Wilkinson,7,eliminated,6,4,30.5,40.0,0.7625,6,0.1618037135278514,4.0,True,Percent,0.01576340942613153,0.014448419691589566,0.8172880337036674,0.7515,7515.0,39.94548660464555,41.94548660464556
12,7,Kirstie Alley,99,finalist,2,4,30.0,40.0,0.75,6,0.1591511936339522,5.5,False,Percent,0.0662678554953098,0.04035134740268836,1.9460955674650329,0.7515,7515.0,39.94548660464555,41.94548660464556
12,7,Ralph Macchio,9,eliminated,4,4,33.0,40.0,0.825,6,0.1750663129973474,1.5,False,Percent,0.11348461983907479,0.052311592107115445,2.2963086400291095,0.7515,7515.0,39.94548660464555,41.94548660464556
12,7,Romeo,8,eliminated,5,4,30.0,40.0,0.75,6,0.1591511936339522,5.5,False,Percent,0.11176877320587571,0.05322242208530257,2.269001108687184,0.7515,7515.0,39.94548660464555,41.94548660464556
12,8,Chelsea Kane,99,finalist,3,3,27.5,30.0,0.9166666666666666,5,0.2115384615384615,1.0,False,Percent,0.23983775194570459,0.09663092728776408,2.8393614905605182,0.0441,441.0,53.490300283902755,55.490300283902755
12,8,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,5,0.2076923076923077,2.0,False,Percent,0.4558693714046159,0.16162703651508606,3.136665296579476,0.0441,441.0,53.490300283902755,55.490300283902755
12,8,Kirstie Alley,99,finalist,2,3,26.5,30.0,0.8833333333333333,5,0.2038461538461538,3.0,False,Percent,0.11846841971963032,0.11482210345704563,2.3793681214824933,0.0441,441.0,53.490300283902755,55.490300283902755
12,8,Ralph Macchio,9,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1769230769230769,5.0,False,Percent,0.14048351445638887,0.11436645462566351,2.311221681167745,0.0441,441.0,53.490300283902755,55.490300283902755
12,8,Romeo,8,eliminated,5,3,26.0,30.0,0.8666666666666667,5,0.2,4.0,True,Percent,0.045340942473659926,0.022632100771838044,1.5195057172768394,0.0441,441.0,53.490300283902755,55.490300283902755
12,9,Chelsea Kane,99,finalist,3,3,36.5,30.0,1.2166666666666666,4,0.3106382978723404,1.0,False,Percent,0.3605455397510782,0.06411360770676566,2.542677710315149,0.8446,8446.0,69.07262794787486,71.07262794787485
12,9,Hines Ward,99,finalist,1,3,30.0,30.0,1.0,4,0.2553191489361702,2.0,False,Percent,0.5419502285225938,0.0726015466731271,2.586987967804096,0.8446,8446.0,69.07262794787486,71.07262794787485
12,9,Kirstie Alley,99,finalist,2,3,27.0,30.0,0.9,4,0.2297872340425532,3.0,False,Percent,0.062336284378177856,0.05352249020783226,1.7868147655057602,0.8446,8446.0,69.07262794787486,71.07262794787485
12,9,Ralph Macchio,9,eliminated,4,3,24.0,30.0,0.8,4,0.2042553191489362,4.0,True,Percent,0.035167947348152796,0.020505790583695817,1.3623988014705606,0.8446,8446.0,69.07262794787486,71.07262794787485
12,10,Chelsea Kane,99,finalist,3,3,29.666600000000003,30.0,0.9888866666666668,3,0.3396948007112996,1.5,False,Percent,0.3859081571145626,,,,,101.57603501654303,101.57603501654303
12,10,Hines Ward,99,finalist,1,3,29.666600000000003,30.0,0.9888866666666668,3,0.3396948007112996,1.5,False,Percent,0.5822413165444631,,,,,101.57603501654303,101.57603501654303
12,10,Kirstie Alley,99,finalist,2,3,27.999899999999997,30.0,0.93333,3,0.3206103985774007,3.0,False,Percent,0.031850526340974204,,,,,101.57603501654303,101.57603501654303
13,1,Carson Kressley,5,eliminated,8,3,17.0,30.0,0.5666666666666667,12,0.0783410138248847,7.5,False,Percent,0.07798591202160002,0.07464062581728043,2.3574584381006143,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Chaz Bono,6,eliminated,7,3,17.0,30.0,0.5666666666666667,12,0.0783410138248847,7.5,False,Percent,0.07605275090021106,0.07337463058364097,2.3318333675032,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Chynna Phillips,4,eliminated,9,3,22.0,30.0,0.7333333333333333,12,0.1013824884792626,1.5,False,Percent,0.11972673670270975,0.08852579483249769,2.7262012098195916,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,David Arquette,7,eliminated,6,3,18.0,30.0,0.6,12,0.0829493087557603,6.0,False,Percent,0.08450488451868919,0.07586375793632391,2.432234828436884,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Elisabetta Canalis,2,eliminated,11,3,15.0,30.0,0.5,12,0.0691244239631336,11.0,False,Percent,0.06261398382586736,0.065166077480144,2.1422076040275764,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Hope Solo,9,eliminated,4,3,21.0,30.0,0.7,12,0.0967741935483871,3.0,False,Percent,0.11243622261426559,0.08880893567079773,2.684376957520392,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,J.R. Martinez,99,finalist,1,3,22.0,30.0,0.7333333333333333,12,0.1013824884792626,1.5,False,Percent,0.12076355262928277,0.09015978765681684,2.7379598996428487,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Kristin Cavallari,3,eliminated,10,3,19.0,30.0,0.6333333333333333,12,0.0875576036866359,5.0,False,Percent,0.09436707229209872,0.0810742803569254,2.535356284383014,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Metta World Peace (Ron),1,eliminated,12,3,14.0,30.0,0.4666666666666667,12,0.064516129032258,12.0,True,Percent,0.007131939574052274,0.007762732188966907,0.2786593033804533,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Nancy Grace,8,eliminated,5,3,16.0,30.0,0.5333333333333333,12,0.0737327188940092,9.5,False,Percent,0.0698414824148681,0.06953016961303073,2.249176000362768,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Ricki Lake,99,finalist,3,3,20.0,30.0,0.6666666666666666,12,0.0921658986175115,4.0,False,Percent,0.10345864022654842,0.08425548368323714,2.61360516720123,0.402,4020.0,11.999999999999998,13.999999999999998
13,1,Rob Kardashian,99,finalist,2,3,16.0,30.0,0.5333333333333333,12,0.0737327188940092,9.5,False,Percent,0.07111682227980587,0.07131003746488462,2.271515720719174,0.402,4020.0,11.999999999999998,13.999999999999998
13,2,Carson Kressley,5,eliminated,8,3,18.0,30.0,0.6,11,0.0807174887892376,9.5,False,Percent,0.0775225407503568,0.05684733490814018,2.168991423402514,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Chaz Bono,6,eliminated,7,3,17.0,30.0,0.5666666666666667,11,0.0762331838565022,11.0,False,Percent,0.08071329017035736,0.05537735382881196,2.1135365494122302,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Chynna Phillips,4,eliminated,9,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.12936168586077254,0.0814016952343456,2.6776066567545866,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,David Arquette,7,eliminated,6,3,18.0,30.0,0.6,11,0.0807174887892376,9.5,False,Percent,0.08013686396753411,0.0537697919742553,2.1502408895822978,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Elisabetta Canalis,2,eliminated,11,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,True,Percent,0.007580029985598277,0.0075358202034566816,0.2592623234054699,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Hope Solo,9,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0852017937219731,8.0,False,Percent,0.09256702562496995,0.0602691927396166,2.3550652532474277,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,J.R. Martinez,99,finalist,1,3,22.0,30.0,0.7333333333333333,11,0.0986547085201793,2.5,False,Percent,0.1377278006049567,0.08167729724584674,2.7134503144566033,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Kristin Cavallari,3,eliminated,10,3,22.0,30.0,0.7333333333333333,11,0.0986547085201793,2.5,False,Percent,0.11498749618559467,0.07593487742391838,2.600279087518854,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.07707153359255424,0.06242178852417695,2.2891463250120023,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Ricki Lake,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.1031390134529148,1.0,False,Percent,0.12946560384913458,0.08069135768926426,2.6704341686279376,0.0411,411.0,14.95711325967733,16.95711325967733
13,2,Rob Kardashian,99,finalist,2,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.07286612940817065,0.05771981015946527,2.2235011964030122,0.0411,411.0,14.95711325967733,16.95711325967733
13,3,Carson Kressley,5,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.0970464135021097,8.0,False,Percent,0.1056222202502579,0.09455835002712017,2.3588414361387935,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Chaz Bono,6,eliminated,7,3,18.0,30.0,0.6,10,0.0759493670886075,10.0,False,Percent,0.11776319748518169,0.07252980933999331,2.310443936594928,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Chynna Phillips,4,eliminated,9,3,26.0,30.0,0.8666666666666667,10,0.1097046413502109,2.5,False,Percent,0.11808742613959668,0.0882165631191035,2.562619704876452,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,David Arquette,7,eliminated,6,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.10158214949629712,0.08399245834405715,2.4831650233956384,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.09591318255953724,0.06173257586768527,2.334184182606176,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,J.R. Martinez,99,finalist,1,3,26.0,30.0,0.8666666666666667,10,0.1097046413502109,2.5,False,Percent,0.11106656420948224,0.080015874086739,2.506045740543998,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Kristin Cavallari,3,eliminated,10,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,True,Percent,0.014234642471286649,0.01051381044617383,0.6182029625589861,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,10,0.0886075949367088,9.0,False,Percent,0.10620110775425314,0.08693267745254317,2.3029233302023626,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Ricki Lake,99,finalist,3,3,27.0,30.0,0.9,10,0.1139240506329113,1.0,False,Percent,0.12557241067808386,0.09810866384224094,2.6761187666425963,0.0075,75.0,19.33129166947674,21.33129166947674
13,3,Rob Kardashian,99,finalist,2,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.10395709895602356,0.07505141046096936,2.3485241869297253,0.0075,75.0,19.33129166947674,21.33129166947674
13,4,Carson Kressley,5,eliminated,8,3,20.0,30.0,0.6666666666666666,9,0.0956937799043062,9.0,False,Percent,0.11999897191935692,0.09922340355327118,2.6370995068852023,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Chaz Bono,6,eliminated,7,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,False,Percent,0.10973515153854684,0.09124370065352941,2.5348997172254144,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Chynna Phillips,4,eliminated,9,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,True,Percent,0.016855698350458827,0.012810307306168223,0.7420753682543795,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,David Arquette,7,eliminated,6,3,23.0,30.0,0.7666666666666667,9,0.1100478468899521,5.0,False,Percent,0.11416021019871772,0.10066094359986899,2.630454867293501,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,9,0.1148325358851674,3.5,False,Percent,0.11076623969891361,0.08945842870492159,2.5810124957941616,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,J.R. Martinez,99,finalist,1,3,26.0,30.0,0.8666666666666667,9,0.124401913875598,2.0,False,Percent,0.155526256476049,0.11225765091065859,2.8664038849956937,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,False,Percent,0.08646034330829545,0.07192279339905112,2.230959894632737,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Ricki Lake,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.138755980861244,1.0,False,Percent,0.17992739881633496,0.1269710921637425,2.9216110235314563,0.0116,116.0,23.519398900024942,25.519398900024942
13,4,Rob Kardashian,99,finalist,2,3,24.0,30.0,0.8,9,0.1148325358851674,3.5,False,Percent,0.1065697296933266,0.08912625050301465,2.4628776305253295,0.0116,116.0,23.519398900024942,25.519398900024942
13,5,Carson Kressley,5,eliminated,8,3,19.0,30.0,0.6333333333333333,8,0.101063829787234,8.0,True,Percent,0.008676122814011871,0.009566254413336412,0.4019731916310076,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,Chaz Bono,6,eliminated,7,3,21.0,30.0,0.7,8,0.1117021276595744,7.0,False,Percent,0.02856281005065425,0.03899032834536467,1.369090332068596,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,David Arquette,7,eliminated,6,3,25.0,30.0,0.8333333333333334,8,0.1329787234042553,2.5,False,Percent,0.07793557651323717,0.0515898790975151,2.2202740800499114,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,8,0.1276595744680851,4.5,False,Percent,0.10762047000997474,0.05909427610784801,2.4059197882799483,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,J.R. Martinez,99,finalist,1,3,28.0,30.0,0.9333333333333332,8,0.1489361702127659,1.0,False,Percent,0.3317049662639753,0.0936096490001441,2.9507351446615546,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1170212765957446,6.0,False,Percent,0.04277527166873781,0.04233660529122296,1.7523630534917962,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,Ricki Lake,99,finalist,3,3,24.0,30.0,0.8,8,0.1276595744680851,4.5,False,Percent,0.3025665779977204,0.08892598067347039,2.9018904579156866,0.6419,6419.0,28.813184610936332,30.813184610936332
13,5,Rob Kardashian,99,finalist,2,3,25.0,30.0,0.8333333333333334,8,0.1329787234042553,2.5,False,Percent,0.10015820468168814,0.05766112547503093,2.369300851735062,0.6419,6419.0,28.813184610936332,30.813184610936332
13,6,Chaz Bono,6,eliminated,7,3,19.0,30.0,0.6333333333333333,7,0.1144578313253012,7.0,True,Percent,0.008954316155036517,0.010721362159575582,0.4702053919885914,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,David Arquette,7,eliminated,6,3,23.0,30.0,0.7666666666666667,7,0.1385542168674698,4.0,False,Percent,0.06287016026099393,0.04081761850471777,1.9699037191041713,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,Hope Solo,9,eliminated,4,3,20.0,30.0,0.6666666666666666,7,0.1204819277108433,6.0,False,Percent,0.0676456184398633,0.04236545991508564,2.0059970333184083,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,J.R. Martinez,99,finalist,1,3,29.0,30.0,0.9666666666666668,7,0.1746987951807229,1.5,False,Percent,0.39330842277519235,0.08143148470800536,2.7964199031983195,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,Nancy Grace,8,eliminated,5,3,24.0,30.0,0.8,7,0.144578313253012,3.0,False,Percent,0.03591144600421661,0.03448174124406001,1.5583389319179601,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,Ricki Lake,99,finalist,3,3,29.0,30.0,0.9666666666666668,7,0.1746987951807229,1.5,False,Percent,0.35644672699920765,0.07877738558876056,2.774454691885892,0.8925,8925.0,41.55947960685194,43.55947960685193
13,6,Rob Kardashian,99,finalist,2,3,22.0,30.0,0.7333333333333333,7,0.1325301204819277,5.0,False,Percent,0.0748633093654879,0.04516919239219867,2.0698216912440994,0.8925,8925.0,41.55947960685194,43.55947960685193
13,7,David Arquette,7,eliminated,6,3,23.5,30.0,0.7833333333333333,6,0.1604095563139932,5.0,True,Percent,0.02174523052239419,0.013604508110187772,0.9571885508476865,0.0901,901.0,55.61894546299502,57.618945462995015
13,7,Hope Solo,9,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1706484641638225,3.0,False,Percent,0.08296656203630735,0.07219297015376012,2.1126645113666473,0.0901,901.0,55.61894546299502,57.618945462995015
13,7,J.R. Martinez,99,finalist,1,3,24.0,30.0,0.8,6,0.1638225255972696,4.0,False,Percent,0.31623982699107744,0.08370859971171564,2.76650542317141,0.0901,901.0,55.61894546299502,57.618945462995015
13,7,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,6,0.1501706484641638,6.0,False,Percent,0.06333841812398897,0.06765247797550822,1.6976727110976375,0.0901,901.0,55.61894546299502,57.618945462995015
13,7,Ricki Lake,99,finalist,3,3,26.5,30.0,0.8833333333333333,6,0.1808873720136518,1.0,False,Percent,0.42654295943842824,0.10801459288119244,2.8578758477087005,0.0901,901.0,55.61894546299502,57.618945462995015
13,7,Rob Kardashian,99,finalist,2,3,25.5,30.0,0.85,6,0.1740614334470989,2.0,False,Percent,0.08916700288780328,0.0589521577528715,2.1278896470373843,0.0901,901.0,55.61894546299502,57.618945462995015
13,8,Hope Solo,9,eliminated,4,3,26.0,30.0,0.8666666666666667,5,0.2007722007722008,2.5,False,Percent,0.06411391930443357,0.04279125841592642,1.785008292268869,0.9631,9631.0,75.62158998108599,77.62158998108599
13,8,J.R. Martinez,99,finalist,1,3,30.0,30.0,1.0,5,0.2316602316602316,1.0,False,Percent,0.43268480643032986,0.06647412649193216,2.529901031800655,0.9631,9631.0,75.62158998108599,77.62158998108599
13,8,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,5,0.1698841698841698,5.0,True,Percent,0.010394209436175755,0.012843952895873832,0.5375416384287305,0.9631,9631.0,75.62158998108599,77.62158998108599
13,8,Ricki Lake,99,finalist,3,3,26.0,30.0,0.8666666666666667,5,0.2007722007722008,2.5,False,Percent,0.41920977035664236,0.06388857332436981,2.5293887439188345,0.9631,9631.0,75.62158998108599,77.62158998108599
13,8,Rob Kardashian,99,finalist,2,3,25.5,30.0,0.85,5,0.1969111969111969,4.0,False,Percent,0.07359729447241997,0.04166330818228602,1.8285789965742283,0.9631,9631.0,75.62158998108599,77.62158998108599
13,9,Hope Solo,9,eliminated,4,3,24.4998,30.0,0.81666,4,0.2067502394524871,4.0,True,Percent,0.03739974312105875,0.02063798199785761,1.36691572013493,0.9661,9661.0,101.77708079826473,103.77708079826473
13,9,J.R. Martinez,99,finalist,1,3,28.0,30.0,0.9333333333333332,4,0.2362879168266533,3.0,False,Percent,0.36527615023756854,0.054580094023263324,2.3505101246955658,0.9661,9661.0,101.77708079826473,103.77708079826473
13,9,Ricki Lake,99,finalist,3,3,33.4999,30.0,1.1166633333333331,4,0.2827007708893286,1.0,False,Percent,0.5119324208296562,0.06308096424342194,2.4062108918174903,0.9661,9661.0,101.77708079826473,103.77708079826473
