season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,confidence,n_valid_sims
11,5,Kurt Warner,8,eliminated,5,3,24.0,30.0,0.8,8,0.1318681318681318,3.5,False,Percent,0.130241,0.121846,0.1736,1736
11,5,Brandy,9,eliminated,4,3,27.0,30.0,0.9,8,0.1483516483516483,1.0,False,Percent,0.128738,0.122952,0.1736,1736
11,5,Audrina Patridge,6,eliminated,7,3,23.0,30.0,0.7666666666666667,8,0.1263736263736264,5.0,False,Percent,0.138443,0.122548,0.1736,1736
11,5,Bristol Palin,99,finalist,3,3,18.0,30.0,0.6,8,0.0989010989010989,8.0,False,Percent,0.167332,0.122372,0.1736,1736
11,6,Kyle Massey,99,finalist,2,3,29.999899999999997,30.0,0.9999966666666664,7,0.1449275432332379,4.0,False,Percent,0.153772,0.111722,0.071,710
11,6,Jennifer Grey,99,finalist,1,3,29.0,30.0,0.9666666666666668,7,0.1400970921157704,5.0,False,Percent,0.168977,0.123342,0.071,710
11,6,Rick Fox,7,eliminated,6,3,30.0,30.0,1.0,7,0.144928026326659,3.0,False,Percent,0.154552,0.116857,0.071,710
11,6,Kurt Warner,8,eliminated,5,3,21.9999,30.0,0.73333,7,0.1062800695461289,7.0,False,Percent,0.213593,0.127007,0.071,710
11,6,Brandy,9,eliminated,4,3,35.9999,30.0,1.1999966666666666,7,0.1739131484985698,1.0,False,Percent,0.133189,0.123911,0.071,710
11,6,Audrina Patridge,6,eliminated,7,3,31.9998,30.0,1.06666,7,0.1545889285615941,2.0,True,Percent,0.015007,0.015192,0.071,710
11,6,Bristol Palin,99,finalist,3,3,27.9998,30.0,0.9333266666666666,7,0.1352651917180396,6.0,False,Percent,0.16091,0.114097,0.071,710
11,7,Kyle Massey,99,finalist,2,4,33.5,40.0,0.8375,6,0.1606714628297362,5.0,False,Percent,0.203284,0.153767,0.1715,1715
11,7,Jennifer Grey,99,finalist,1,4,36.5,40.0,0.9125,6,0.1750599520383693,1.5,False,Percent,0.18512,0.15547,0.1715,1715
11,7,Rick Fox,7,eliminated,6,4,34.5,40.0,0.8625,6,0.1654676258992805,4.0,True,Percent,0.021821,0.021227,0.1715,1715
11,7,Kurt Warner,8,eliminated,5,4,35.0,40.0,0.875,6,0.1678657074340527,3.0,False,Percent,0.196722,0.156383,0.1715,1715
11,7,Brandy,9,eliminated,4,4,36.5,40.0,0.9125,6,0.1750599520383693,1.5,False,Percent,0.186855,0.158971,0.1715,1715
11,7,Bristol Palin,99,finalist,3,4,32.5,40.0,0.8125,6,0.1558752997601918,6.0,False,Percent,0.206197,0.15139,0.1715,1715
11,8,Kyle Massey,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2113207547169811,3.0,False,Percent,0.232077,0.185023,0.2749,2749
11,8,Jennifer Grey,99,finalist,1,3,28.5,30.0,0.95,5,0.2150943396226415,1.5,False,Percent,0.229004,0.183743,0.2749,2749
11,8,Kurt Warner,8,eliminated,5,3,24.0,30.0,0.8,5,0.1811320754716981,4.0,True,Percent,0.036857,0.032054,0.2749,2749
11,8,Brandy,9,eliminated,4,3,28.5,30.0,0.95,5,0.2150943396226415,1.5,False,Percent,0.231699,0.187176,0.2749,2749
11,8,Bristol Palin,99,finalist,3,3,23.5,30.0,0.7833333333333333,5,0.1773584905660377,5.0,False,Percent,0.270363,0.186321,0.2749,2749
11,9,Kyle Massey,99,finalist,2,3,29.0,30.0,0.9666666666666668,4,0.2543859649122807,2.0,False,Percent,0.312478,0.199467,0.2494,2494
11,9,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,4,0.2631578947368421,1.0,False,Percent,0.297413,0.199006,0.2494,2494
11,9,Brandy,9,eliminated,4,3,28.5,30.0,0.95,4,0.25,3.0,True,Percent,0.051842,0.045447,0.2494,2494
11,9,Bristol Palin,99,finalist,3,3,26.5,30.0,0.8833333333333333,4,0.2324561403508772,4.0,False,Percent,0.338266,0.201937,0.2494,2494
11,10,Kyle Massey,99,finalist,2,3,27.3332,30.0,0.9111066666666666,3,0.3293164561842318,2.0,False,Percent,0.333333,,,0
11,10,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,3,0.3614466540883231,1.0,False,Percent,0.333333,,,0
11,10,Bristol Palin,99,finalist,3,3,25.6666,30.0,0.8555533333333333,3,0.3092368897274451,3.0,False,Percent,0.333333,,,0
12,1,Ralph Macchio,9,eliminated,4,3,24.0,30.0,0.8,11,0.1159420289855072,1.0,False,Percent,0.090909,,,0
12,1,Chelsea Kane,99,finalist,3,3,21.0,30.0,0.7,11,0.1014492753623188,3.5,False,Percent,0.090909,,,0
12,1,Kirstie Alley,99,finalist,2,3,23.0,30.0,0.7666666666666667,11,0.1111111111111111,2.0,False,Percent,0.090909,,,0
12,1,Hines Ward,99,finalist,1,3,21.0,30.0,0.7,11,0.1014492753623188,3.5,False,Percent,0.090909,,,0
12,1,Sugar Ray Leonard,4,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.0821256038647342,9.0,False,Percent,0.090909,,,0
12,1,Chris Jericho,6,eliminated,7,3,19.0,30.0,0.6333333333333333,11,0.0917874396135265,5.5,False,Percent,0.090909,,,0
12,1,Petra Nemcova,5,eliminated,8,3,18.0,30.0,0.6,11,0.0869565217391304,7.5,False,Percent,0.090909,,,0
12,1,Mike Catherwood,2,eliminated,11,3,13.0,30.0,0.4333333333333333,11,0.0628019323671497,11.0,False,Percent,0.090909,,,0
12,1,Romeo,8,eliminated,5,3,19.0,30.0,0.6333333333333333,11,0.0917874396135265,5.5,False,Percent,0.090909,,,0
12,1,Wendy Williams,3,eliminated,10,3,14.0,30.0,0.4666666666666667,11,0.0676328502415458,10.0,False,Percent,0.090909,,,0
12,1,Kendra Wilkinson,7,eliminated,6,3,18.0,30.0,0.6,11,0.0869565217391304,7.5,False,Percent,0.090909,,,0
12,2,Ralph Macchio,9,eliminated,4,3,21.0,30.0,0.7,11,0.0972222222222222,4.0,False,Percent,0.096078,0.095254,0.1802,1802
12,2,Chelsea Kane,99,finalist,3,3,18.0,30.0,0.6,11,0.0833333333333333,7.5,False,Percent,0.102549,0.093818,0.1802,1802
12,2,Kirstie Alley,99,finalist,2,3,20.0,30.0,0.6666666666666666,11,0.0925925925925925,5.0,False,Percent,0.0971,0.09398,0.1802,1802
12,2,Hines Ward,99,finalist,1,3,23.0,30.0,0.7666666666666667,11,0.1064814814814814,2.0,False,Percent,0.095361,0.093812,0.1802,1802
12,2,Sugar Ray Leonard,4,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.0787037037037037,10.0,False,Percent,0.104211,0.092883,0.1802,1802
12,2,Chris Jericho,6,eliminated,7,3,23.0,30.0,0.7666666666666667,11,0.1064814814814814,2.0,False,Percent,0.094646,0.093524,0.1802,1802
12,2,Petra Nemcova,5,eliminated,8,3,18.0,30.0,0.6,11,0.0833333333333333,7.5,False,Percent,0.101869,0.092294,0.1802,1802
12,2,Mike Catherwood,2,eliminated,11,3,17.0,30.0,0.5666666666666667,11,0.0787037037037037,10.0,True,Percent,0.008852,0.008212,0.1802,1802
12,2,Romeo,8,eliminated,5,3,23.0,30.0,0.7666666666666667,11,0.1064814814814814,2.0,False,Percent,0.089676,0.09214,0.1802,1802
12,2,Wendy Williams,3,eliminated,10,3,17.0,30.0,0.5666666666666667,11,0.0787037037037037,10.0,False,Percent,0.110366,0.099751,0.1802,1802
12,2,Kendra Wilkinson,7,eliminated,6,3,19.0,30.0,0.6333333333333333,11,0.0879629629629629,6.0,False,Percent,0.099292,0.092372,0.1802,1802
12,3,Ralph Macchio,9,eliminated,4,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.111393,0.107047,0.3408,3408
12,3,Chelsea Kane,99,finalist,3,3,23.0,30.0,0.7666666666666667,10,0.1074766355140187,3.5,False,Percent,0.111117,0.108748,0.3408,3408
12,3,Kirstie Alley,99,finalist,2,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.107869,0.103738,0.3408,3408
12,3,Hines Ward,99,finalist,1,3,25.0,30.0,0.8333333333333334,10,0.116822429906542,1.5,False,Percent,0.106043,0.105498,0.3408,3408
12,3,Sugar Ray Leonard,4,eliminated,9,3,20.0,30.0,0.6666666666666666,10,0.0934579439252336,8.5,False,Percent,0.110798,0.106064,0.3408,3408
12,3,Chris Jericho,6,eliminated,7,3,21.0,30.0,0.7,10,0.0981308411214953,6.0,False,Percent,0.112316,0.107043,0.3408,3408
12,3,Petra Nemcova,5,eliminated,8,3,25.0,30.0,0.8333333333333334,10,0.116822429906542,1.5,False,Percent,0.1079,0.109535,0.3408,3408
12,3,Romeo,8,eliminated,5,3,20.0,30.0,0.6666666666666666,10,0.0934579439252336,8.5,False,Percent,0.109464,0.107093,0.3408,3408
12,3,Wendy Williams,3,eliminated,10,3,15.0,30.0,0.5,10,0.0700934579439252,10.0,True,Percent,0.016819,0.012981,0.3408,3408
12,3,Kendra Wilkinson,7,eliminated,6,3,23.0,30.0,0.7666666666666667,10,0.1074766355140187,3.5,False,Percent,0.10628,0.104017,0.3408,3408
12,4,Ralph Macchio,9,eliminated,4,3,25.0,30.0,0.8333333333333334,9,0.1213592233009708,2.5,False,Percent,0.118329,0.114621,0.1705,1705
12,4,Chelsea Kane,99,finalist,3,3,26.0,30.0,0.8666666666666667,9,0.1262135922330097,1.0,False,Percent,0.109965,0.108579,0.1705,1705
12,4,Kirstie Alley,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1067961165048543,7.0,False,Percent,0.125593,0.115842,0.1705,1705
12,4,Hines Ward,99,finalist,1,3,25.0,30.0,0.8333333333333334,9,0.1213592233009708,2.5,False,Percent,0.118672,0.113336,0.1705,1705
12,4,Sugar Ray Leonard,4,eliminated,9,3,21.0,30.0,0.7,9,0.1019417475728155,8.0,True,Percent,0.01165,0.010674,0.1705,1705
12,4,Chris Jericho,6,eliminated,7,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.122874,0.110456,0.1705,1705
12,4,Petra Nemcova,5,eliminated,8,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.126245,0.114496,0.1705,1705
12,4,Romeo,8,eliminated,5,3,23.0,30.0,0.7666666666666667,9,0.1116504854368932,5.0,False,Percent,0.116652,0.109645,0.1705,1705
12,4,Kendra Wilkinson,7,eliminated,6,3,18.0,30.0,0.6,9,0.087378640776699,9.0,False,Percent,0.150022,0.116116,0.1705,1705
12,5,Ralph Macchio,9,eliminated,4,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,False,Percent,0.151178,0.129356,0.1975,1975
12,5,Chelsea Kane,99,finalist,3,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.131441,0.123558,0.1975,1975
12,5,Kirstie Alley,99,finalist,2,3,23.0,30.0,0.7666666666666667,8,0.1185567010309278,5.0,False,Percent,0.142212,0.122853,0.1975,1975
12,5,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,8,0.1391752577319587,1.0,False,Percent,0.135755,0.123833,0.1975,1975
12,5,Chris Jericho,6,eliminated,7,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.134241,0.125715,0.1975,1975
12,5,Petra Nemcova,5,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,True,Percent,0.015019,0.013986,0.1975,1975
12,5,Romeo,8,eliminated,5,3,26.0,30.0,0.8666666666666667,8,0.134020618556701,3.0,False,Percent,0.138259,0.129358,0.1975,1975
12,5,Kendra Wilkinson,7,eliminated,6,3,22.0,30.0,0.7333333333333333,8,0.11340206185567,7.0,False,Percent,0.151896,0.129031,0.1975,1975
12,6,Ralph Macchio,9,eliminated,4,3,24.0,30.0,0.8,7,0.1333333333333333,6.0,False,Percent,0.174814,0.148467,0.2736,2736
12,6,Chelsea Kane,99,finalist,3,3,28.0,30.0,0.9333333333333332,7,0.1555555555555555,1.5,False,Percent,0.159186,0.144968,0.2736,2736
12,6,Kirstie Alley,99,finalist,2,3,26.0,30.0,0.8666666666666667,7,0.1444444444444444,4.0,False,Percent,0.158836,0.142591,0.2736,2736
12,6,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,7,0.15,3.0,False,Percent,0.160663,0.143619,0.2736,2736
12,6,Chris Jericho,6,eliminated,7,3,22.0,30.0,0.7333333333333333,7,0.1222222222222222,7.0,True,Percent,0.021162,0.018474,0.2736,2736
12,6,Romeo,8,eliminated,5,3,28.0,30.0,0.9333333333333332,7,0.1555555555555555,1.5,False,Percent,0.155347,0.142852,0.2736,2736
12,6,Kendra Wilkinson,7,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1388888888888889,5.0,False,Percent,0.169993,0.147926,0.2736,2736
12,7,Ralph Macchio,9,eliminated,4,4,33.0,40.0,0.825,6,0.1750663129973474,1.5,False,Percent,0.182587,0.152093,0.1913,1913
12,7,Chelsea Kane,99,finalist,3,4,32.0,40.0,0.8,6,0.169761273209549,3.0,False,Percent,0.197237,0.160432,0.1913,1913
12,7,Kirstie Alley,99,finalist,2,4,30.0,40.0,0.75,6,0.1591511936339522,5.5,False,Percent,0.203933,0.155334,0.1913,1913
12,7,Hines Ward,99,finalist,1,4,33.0,40.0,0.825,6,0.1750663129973474,1.5,False,Percent,0.188066,0.160676,0.1913,1913
12,7,Romeo,8,eliminated,5,4,30.0,40.0,0.75,6,0.1591511936339522,5.5,False,Percent,0.206824,0.161203,0.1913,1913
12,7,Kendra Wilkinson,7,eliminated,6,4,30.5,40.0,0.7625,6,0.1618037135278514,4.0,True,Percent,0.021353,0.021152,0.1913,1913
12,8,Ralph Macchio,9,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1769230769230769,5.0,False,Percent,0.268352,0.176242,0.2039,2039
12,8,Chelsea Kane,99,finalist,3,3,27.5,30.0,0.9166666666666666,5,0.2115384615384615,1.0,False,Percent,0.229602,0.174413,0.2039,2039
12,8,Kirstie Alley,99,finalist,2,3,26.5,30.0,0.8833333333333333,5,0.2038461538461538,3.0,False,Percent,0.23429,0.175393,0.2039,2039
12,8,Hines Ward,99,finalist,1,3,27.0,30.0,0.9,5,0.2076923076923077,2.0,False,Percent,0.236411,0.176018,0.2039,2039
12,8,Romeo,8,eliminated,5,3,26.0,30.0,0.8666666666666667,5,0.2,4.0,True,Percent,0.031345,0.029427,0.2039,2039
12,9,Ralph Macchio,9,eliminated,4,3,24.0,30.0,0.8,4,0.2042553191489362,4.0,True,Percent,0.066347,0.055689,0.3728,3728
12,9,Chelsea Kane,99,finalist,3,3,36.5,30.0,1.2166666666666666,4,0.3106382978723404,1.0,False,Percent,0.289344,0.224255,0.3728,3728
12,9,Kirstie Alley,99,finalist,2,3,27.0,30.0,0.9,4,0.2297872340425532,3.0,False,Percent,0.327414,0.218155,0.3728,3728
12,9,Hines Ward,99,finalist,1,3,30.0,30.0,1.0,4,0.2553191489361702,2.0,False,Percent,0.316894,0.219235,0.3728,3728
12,10,Chelsea Kane,99,finalist,3,3,29.666600000000003,30.0,0.9888866666666668,3,0.3396948007112996,1.5,False,Percent,0.333333,,,0
12,10,Kirstie Alley,99,finalist,2,3,27.999899999999997,30.0,0.93333,3,0.3206103985774007,3.0,False,Percent,0.333333,,,0
12,10,Hines Ward,99,finalist,1,3,29.666600000000003,30.0,0.9888866666666668,3,0.3396948007112996,1.5,False,Percent,0.333333,,,0
13,1,Elisabetta Canalis,2,eliminated,11,3,15.0,30.0,0.5,12,0.0691244239631336,11.0,False,Percent,0.096605,0.088588,0.2475,2475
13,1,David Arquette,7,eliminated,6,3,18.0,30.0,0.6,12,0.0829493087557603,6.0,False,Percent,0.091374,0.089112,0.2475,2475
13,1,Ricki Lake,99,finalist,3,3,20.0,30.0,0.6666666666666666,12,0.0921658986175115,4.0,False,Percent,0.086038,0.085463,0.2475,2475
13,1,J.R. Martinez,99,finalist,1,3,22.0,30.0,0.7333333333333333,12,0.1013824884792626,1.5,False,Percent,0.088653,0.090077,0.2475,2475
13,1,Metta World Peace (Ron),1,eliminated,12,3,14.0,30.0,0.4666666666666667,12,0.064516129032258,12.0,True,Percent,0.010179,0.008711,0.2475,2475
13,1,Hope Solo,9,eliminated,4,3,21.0,30.0,0.7,12,0.0967741935483871,3.0,False,Percent,0.087058,0.085194,0.2475,2475
13,1,Chynna Phillips,4,eliminated,9,3,22.0,30.0,0.7333333333333333,12,0.1013824884792626,1.5,False,Percent,0.08505,0.087946,0.2475,2475
13,1,Kristin Cavallari,3,eliminated,10,3,19.0,30.0,0.6333333333333333,12,0.0875576036866359,5.0,False,Percent,0.087071,0.086343,0.2475,2475
13,1,Carson Kressley,5,eliminated,8,3,17.0,30.0,0.5666666666666667,12,0.0783410138248847,7.5,False,Percent,0.092243,0.089821,0.2475,2475
13,1,Chaz Bono,6,eliminated,7,3,17.0,30.0,0.5666666666666667,12,0.0783410138248847,7.5,False,Percent,0.090179,0.088264,0.2475,2475
13,1,Nancy Grace,8,eliminated,5,3,16.0,30.0,0.5333333333333333,12,0.0737327188940092,9.5,False,Percent,0.093293,0.086051,0.2475,2475
13,1,Rob Kardashian,99,finalist,2,3,16.0,30.0,0.5333333333333333,12,0.0737327188940092,9.5,False,Percent,0.092257,0.089313,0.2475,2475
13,2,Elisabetta Canalis,2,eliminated,11,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,True,Percent,0.005803,0.006076,0.0586,586
13,2,David Arquette,7,eliminated,6,3,18.0,30.0,0.6,11,0.0807174887892376,9.5,False,Percent,0.116384,0.090157,0.0586,586
13,2,Ricki Lake,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.1031390134529148,1.0,False,Percent,0.086886,0.083141,0.0586,586
13,2,J.R. Martinez,99,finalist,1,3,22.0,30.0,0.7333333333333333,11,0.0986547085201793,2.5,False,Percent,0.086758,0.083033,0.0586,586
13,2,Hope Solo,9,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0852017937219731,8.0,False,Percent,0.104303,0.09104,0.0586,586
13,2,Chynna Phillips,4,eliminated,9,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.090472,0.086265,0.0586,586
13,2,Kristin Cavallari,3,eliminated,10,3,22.0,30.0,0.7333333333333333,11,0.0986547085201793,2.5,False,Percent,0.086008,0.08742,0.0586,586
13,2,Carson Kressley,5,eliminated,8,3,18.0,30.0,0.6,11,0.0807174887892376,9.5,False,Percent,0.115158,0.088994,0.0586,586
13,2,Chaz Bono,6,eliminated,7,3,17.0,30.0,0.5666666666666667,11,0.0762331838565022,11.0,False,Percent,0.114951,0.082333,0.0586,586
13,2,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.099426,0.085919,0.0586,586
13,2,Rob Kardashian,99,finalist,2,3,21.0,30.0,0.7,11,0.0941704035874439,5.5,False,Percent,0.093852,0.088713,0.0586,586
13,3,David Arquette,7,eliminated,6,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.105426,0.094205,0.0798,798
13,3,Ricki Lake,99,finalist,3,3,27.0,30.0,0.9,10,0.1139240506329113,1.0,False,Percent,0.096287,0.094482,0.0798,798
13,3,J.R. Martinez,99,finalist,1,3,26.0,30.0,0.8666666666666667,10,0.1097046413502109,2.5,False,Percent,0.096635,0.098425,0.0798,798
13,3,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.111644,0.094833,0.0798,798
13,3,Chynna Phillips,4,eliminated,9,3,26.0,30.0,0.8666666666666667,10,0.1097046413502109,2.5,False,Percent,0.097182,0.096162,0.0798,798
13,3,Kristin Cavallari,3,eliminated,10,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,True,Percent,0.007348,0.007275,0.0798,798
13,3,Carson Kressley,5,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.0970464135021097,8.0,False,Percent,0.114757,0.098893,0.0798,798
13,3,Chaz Bono,6,eliminated,7,3,18.0,30.0,0.6,10,0.0759493670886075,10.0,False,Percent,0.139395,0.096788,0.0798,798
13,3,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,10,0.0886075949367088,9.0,False,Percent,0.122685,0.097233,0.0798,798
13,3,Rob Kardashian,99,finalist,2,3,24.0,30.0,0.8,10,0.1012658227848101,5.5,False,Percent,0.108642,0.097902,0.0798,798
13,4,David Arquette,7,eliminated,6,3,23.0,30.0,0.7666666666666667,9,0.1100478468899521,5.0,False,Percent,0.116595,0.104492,0.1731,1731
13,4,Ricki Lake,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.138755980861244,1.0,False,Percent,0.117514,0.115261,0.1731,1731
13,4,J.R. Martinez,99,finalist,1,3,26.0,30.0,0.8666666666666667,9,0.124401913875598,2.0,False,Percent,0.119417,0.11488,0.1731,1731
13,4,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,9,0.1148325358851674,3.5,False,Percent,0.119332,0.114277,0.1731,1731
13,4,Chynna Phillips,4,eliminated,9,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,True,Percent,0.011822,0.011069,0.1731,1731
13,4,Carson Kressley,5,eliminated,8,3,20.0,30.0,0.6666666666666666,9,0.0956937799043062,9.0,False,Percent,0.137108,0.114223,0.1731,1731
13,4,Chaz Bono,6,eliminated,7,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,False,Percent,0.129615,0.107993,0.1731,1731
13,4,Nancy Grace,8,eliminated,5,3,21.0,30.0,0.7,9,0.1004784688995215,7.0,False,Percent,0.135556,0.112193,0.1731,1731
13,4,Rob Kardashian,99,finalist,2,3,24.0,30.0,0.8,9,0.1148325358851674,3.5,False,Percent,0.113041,0.106104,0.1731,1731
13,5,David Arquette,7,eliminated,6,3,25.0,30.0,0.8333333333333334,8,0.1329787234042553,2.5,False,Percent,0.139686,0.129614,0.2809,2809
13,5,Ricki Lake,99,finalist,3,3,24.0,30.0,0.8,8,0.1276595744680851,4.5,False,Percent,0.138237,0.12784,0.2809,2809
13,5,J.R. Martinez,99,finalist,1,3,28.0,30.0,0.9333333333333332,8,0.1489361702127659,1.0,False,Percent,0.133068,0.127468,0.2809,2809
13,5,Hope Solo,9,eliminated,4,3,24.0,30.0,0.8,8,0.1276595744680851,4.5,False,Percent,0.141641,0.127077,0.2809,2809
13,5,Carson Kressley,5,eliminated,8,3,19.0,30.0,0.6333333333333333,8,0.101063829787234,8.0,True,Percent,0.018722,0.015806,0.2809,2809
13,5,Chaz Bono,6,eliminated,7,3,21.0,30.0,0.7,8,0.1117021276595744,7.0,False,Percent,0.149053,0.129209,0.2809,2809
13,5,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1170212765957446,6.0,False,Percent,0.141575,0.126792,0.2809,2809
13,5,Rob Kardashian,99,finalist,2,3,25.0,30.0,0.8333333333333334,8,0.1329787234042553,2.5,False,Percent,0.138018,0.128411,0.2809,2809
13,6,David Arquette,7,eliminated,6,3,23.0,30.0,0.7666666666666667,7,0.1385542168674698,4.0,False,Percent,0.16213,0.142315,0.2854,2854
13,6,Ricki Lake,99,finalist,3,3,29.0,30.0,0.9666666666666668,7,0.1746987951807229,1.5,False,Percent,0.153778,0.142973,0.2854,2854
13,6,J.R. Martinez,99,finalist,1,3,29.0,30.0,0.9666666666666668,7,0.1746987951807229,1.5,False,Percent,0.150234,0.137932,0.2854,2854
13,6,Hope Solo,9,eliminated,4,3,20.0,30.0,0.6666666666666666,7,0.1204819277108433,6.0,False,Percent,0.179879,0.144932,0.2854,2854
13,6,Chaz Bono,6,eliminated,7,3,19.0,30.0,0.6333333333333333,7,0.1144578313253012,7.0,True,Percent,0.024003,0.021544,0.2854,2854
13,6,Nancy Grace,8,eliminated,5,3,24.0,30.0,0.8,7,0.144578313253012,3.0,False,Percent,0.161329,0.143873,0.2854,2854
13,6,Rob Kardashian,99,finalist,2,3,22.0,30.0,0.7333333333333333,7,0.1325301204819277,5.0,False,Percent,0.168647,0.144597,0.2854,2854
13,7,David Arquette,7,eliminated,6,3,23.5,30.0,0.7833333333333333,6,0.1604095563139932,5.0,True,Percent,0.022723,0.021755,0.2013,2013
13,7,Ricki Lake,99,finalist,3,3,26.5,30.0,0.8833333333333333,6,0.1808873720136518,1.0,False,Percent,0.180109,0.155783,0.2013,2013
13,7,J.R. Martinez,99,finalist,1,3,24.0,30.0,0.8,6,0.1638225255972696,4.0,False,Percent,0.197098,0.158906,0.2013,2013
13,7,Hope Solo,9,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1706484641638225,3.0,False,Percent,0.199637,0.16166,0.2013,2013
13,7,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,6,0.1501706484641638,6.0,False,Percent,0.213832,0.155838,0.2013,2013
13,7,Rob Kardashian,99,finalist,2,3,25.5,30.0,0.85,6,0.1740614334470989,2.0,False,Percent,0.186601,0.157934,0.2013,2013
13,8,Ricki Lake,99,finalist,3,3,26.0,30.0,0.8666666666666667,5,0.2007722007722008,2.5,False,Percent,0.238302,0.185299,0.3192,3192
13,8,J.R. Martinez,99,finalist,1,3,30.0,30.0,1.0,5,0.2316602316602316,1.0,False,Percent,0.227934,0.187044,0.3192,3192
13,8,Hope Solo,9,eliminated,4,3,26.0,30.0,0.8666666666666667,5,0.2007722007722008,2.5,False,Percent,0.244929,0.186805,0.3192,3192
13,8,Nancy Grace,8,eliminated,5,3,22.0,30.0,0.7333333333333333,5,0.1698841698841698,5.0,True,Percent,0.041438,0.035101,0.3192,3192
13,8,Rob Kardashian,99,finalist,2,3,25.5,30.0,0.85,5,0.1969111969111969,4.0,False,Percent,0.247397,0.189982,0.3192,3192
13,9,Ricki Lake,99,finalist,3,3,33.4999,30.0,1.1166633333333331,4,0.2827007708893286,1.0,False,Percent,0.301482,0.222873,0.3714,3714
13,9,J.R. Martinez,99,finalist,1,3,28.0,30.0,0.9333333333333332,4,0.2362879168266533,3.0,False,Percent,0.330218,0.219283,0.3714,3714
13,9,Hope Solo,9,eliminated,4,3,24.4998,30.0,0.81666,4,0.2067502394524871,4.0,True,Percent,0.065891,0.055047,0.3714,3714
13,9,Rob Kardashian,99,finalist,2,3,32.4998,30.0,1.0833266666666668,4,0.2742610728315309,2.0,False,Percent,0.302408,0.219681,0.3714,3714
13,10,Ricki Lake,99,finalist,3,3,27.999899999999997,30.0,0.93333,3,0.3313613318879616,3.0,False,Percent,0.333333,,,0
13,10,J.R. Martinez,99,finalist,1,3,28.1665,30.0,0.9388833333333332,3,0.3333329388541484,2.0,False,Percent,0.333333,,,0
13,10,Rob Kardashian,99,finalist,2,3,28.3332,30.0,0.94444,3,0.33530572925789,1.0,False,Percent,0.333333,,,0
14,1,William Levy,99,finalist,3,3,24.0,30.0,0.8,12,0.0888888888888888,3.0,False,Percent,0.083333,,,0
14,1,Jack Wagner,3,eliminated,11,3,23.0,30.0,0.7666666666666667,12,0.0851851851851852,5.5,False,Percent,0.083333,,,0
14,1,Sherri Sheperd,4,eliminated,10,3,23.0,30.0,0.7666666666666667,12,0.0851851851851852,5.5,False,Percent,0.083333,,,0
14,1,Jaleel White,7,eliminated,7,3,26.0,30.0,0.8666666666666667,12,0.0962962962962963,1.5,False,Percent,0.083333,,,0
14,1,Roshon Fegan,8,eliminated,6,3,23.0,30.0,0.7666666666666667,12,0.0851851851851852,5.5,False,Percent,0.083333,,,0
14,1,Melissa Gilbert,8,eliminated,5,3,20.0,30.0,0.6666666666666666,12,0.074074074074074,11.0,False,Percent,0.083333,,,0
